gene	A	B	C	D	E
Skcos20501	6	3	4	2	4
Skcos20502	37	12	7	37	7
Skcos20503	1	0	0	0	0
Skcos20504	6	4	3	7	3
Skcos20505	0	0	0	5	0
Skcos20506	6	4	8	7	1
Skcos20507	1	0	0	0	1
Skcos20508	326	175	248	252	275
Skcos20509	7	2	0	10	1
Skcos2051	39	20	14	19	12
Skcos20510	0	0	0	0	0
Skcos20511	6	1	2	3	2
Skcos20512	0	0	0	1	0
Skcos20513	2	0	0	1	0
Skcos20514	2	0	0	1	0
Skcos20515	0	0	0	2	0
Skcos20516	0	0	0	0	0
Skcos20517	7	5	5	1	1
Skcos20518	29	6	7	31	8
Skcos20519	0	0	0	0	0
Skcos2052	0	0	0	0	0
Skcos20520	4	1	2	4	0
Skcos20521	0	0	0	3	0
Skcos20522	0	1	0	0	0
Skcos20523	1	0	0	1	0
Skcos20524	1	0	0	0	1
Skcos20525	0	2	0	1	1
Skcos20526	1	0	0	1	0
Skcos20527	382	241	351	380	392
Skcos20528	1	0	1	1	0
Skcos20529	3	1	0	3	0
Skcos2053	8	3	2	16	3
Skcos20530	0	0	0	0	0
Skcos20531	3	0	0	0	0
Skcos20532	2	0	0	1	0
Skcos20533	7	1	3	6	2
Skcos20534	2	6	3	20	1
Skcos20535	0	0	0	2	0
Skcos20536	9	4	7	87	7
Skcos20537	0	0	0	0	0
Skcos20538	1	0	0	4	3
Skcos20539	0	0	0	0	0
Skcos2054	15	2	2	16	2
Skcos20540	0	0	0	2	0
Skcos20541	0	0	0	0	0
Skcos20542	10	3	2	16	8
Skcos20543	0	0	1	0	0
Skcos20544	4	1	0	6	0
Skcos20545	18	3	2	48	2
Skcos20546	2	1	0	2	0
Skcos20547	5	0	3	7	1
Skcos20548	64	8	4	13	5
Skcos20549	1	10	4	16	5
Skcos2055	12	2	6	4	2
Skcos20550	22	7	0	13	1
Skcos20551	0	0	0	0	0
Skcos20552	0	0	0	0	0
Skcos20553	0	0	0	1	0
Skcos20554	30	14	9	45	6
Skcos20555	28	0	3	25	0
Skcos20556	10	2	0	36	1
Skcos20557	28	7	5	26	7
Skcos20558	37	5	21	36	44
Skcos20559	0	0	0	2	0
Skcos2056	30	2	3	37	3
Skcos20560	0	0	0	0	0
Skcos20561	4	2	5	5	2
Skcos20562	1	0	0	0	0
Skcos20563	328	145	158	576	140
Skcos20564	1	0	0	0	0
Skcos20565	0	0	0	0	0
Skcos20566	0	0	0	0	0
Skcos20567	0	0	0	0	0
Skcos20568	1	0	0	0	0
Skcos20569	0	1	0	2	0
Skcos2057	369	18	32	250	29
Skcos20570	6	0	2	6	1
Skcos20571	117	18	30	126	28
Skcos20572	15	7	5	20	4
Skcos20573	26	5	3	5	5
Skcos20574	3	0	0	3	0
Skcos20575	33	14	9	21	12
Skcos20576	11	7	7	8	5
Skcos20577	40	0	5	35	5
Skcos20578	0	2	1	3	2
Skcos20579	3	0	0	1	2
Skcos2058	0	0	0	0	0
Skcos20580	0	0	1	0	0
Skcos20581	1	0	0	1	0
Skcos20582	2	0	0	4	1
Skcos20583	9	5	2	4	0
Skcos20584	17	1	2	14	5
Skcos20585	3	2	2	5	1
Skcos20586	39	12	19	126	7
Skcos20587	4	3	1	0	3
Skcos20588	0	0	0	0	0
Skcos20589	1	0	0	1	0
Skcos2059	2	0	0	1	0
Skcos20590	28	8	13	10	22
Skcos20591	0	0	0	0	0
Skcos20592	56	2	3	31	2
Skcos20593	61	16	12	90	19
Skcos20594	0	0	0	0	0
Skcos20595	8	5	4	14	2
Skcos20596	5	4	5	8	1
Skcos20597	21	5	4	41	6
Skcos20598	2	0	0	1	0
Skcos20599	0	0	0	1	0
Skcos206	2	0	0	3	1
Skcos2060	9	0	3	9	0
Skcos20600	18	4	3	29	2
Skcos20601	4	3	2	12	7
Skcos20602	2	2	0	2	0
Skcos20603	0	0	0	0	3
Skcos20604	0	0	2	1	3
Skcos20605	4	4	2	33	5
Skcos20606	0	1	0	1	0
Skcos20607	1	1	1	3	4
Skcos20608	11	5	10	39	3
Skcos20609	23	4	0	40	5
Skcos2061	0	3	11	22	7
Skcos20610	0	0	0	0	0
Skcos20611	1	0	1	0	1
Skcos20612	1	0	0	3	0
Skcos20613	0	0	0	0	0
Skcos20614	49	11	13	120	25
Skcos20615	0	1	0	0	0
Skcos20616	1	0	0	0	0
Skcos20617	165	56	94	99	118
Skcos20618	63	12	16	75	18
Skcos20619	15	1	3	3	3
Skcos2062	3	3	0	4	0
Skcos20620	1	0	1	1	0
Skcos20621	14	7	12	47	16
Skcos20622	0	0	0	0	0
Skcos20623	0	0	0	1	0
Skcos20624	0	1	0	0	0
Skcos20625	0	0	0	0	0
Skcos20626	0	0	0	0	1
Skcos20627	0	0	0	1	0
Skcos20628	0	0	0	6	2
Skcos20629	0	0	0	1	0
Skcos2063	9	3	1	17	1
Skcos20630	4	0	0	4	0
Skcos20631	71	25	44	49	74
Skcos20632	6	2	1	6	0
Skcos20633	0	0	0	0	0
Skcos20634	0	0	0	1	0
Skcos20635	1	0	0	0	0
Skcos20636	5	1	0	9	2
Skcos20637	0	1	0	0	0
Skcos20638	2	0	0	0	1
Skcos20639	1	1	0	1	0
Skcos2064	0	0	0	0	0
Skcos20640	1	0	0	0	0
Skcos20641	4	0	0	2	0
Skcos20642	4	0	1	1	0
Skcos20643	13	7	14	21	9
Skcos20644	0	0	0	0	0
Skcos20645	1	1	0	1	0
Skcos20646	349	212	283	441	360
Skcos20647	25	20	17	28	38
Skcos20648	0	0	0	0	0
Skcos20649	6	1	3	11	4
Skcos2065	1	0	0	1	4
Skcos20650	2	3	0	0	1
Skcos20651	15	7	8	30	8
Skcos20652	101	90	105	104	87
Skcos20653	10	2	4	4	14
Skcos20654	12	6	2	21	5
Skcos20655	85	22	46	85	70
Skcos20656	14	6	6	24	5
Skcos20657	0	0	0	4	0
Skcos20658	17	20	13	17	20
Skcos20659	396496	402578	547110	326258	557201
Skcos2066	3	3	0	8	8
Skcos20660	324	98	72	798	87
Skcos20661	273	162	233	267	295
Skcos20662	83	13	16	68	9
Skcos20663	5	1	2	4	4
Skcos20664	35	1	3	31	5
Skcos20665	16	5	4	12	5
Skcos20666	0	0	0	0	0
Skcos20667	0	2	0	1	1
Skcos20668	28	15	15	46	31
Skcos20669	10	0	2	12	2
Skcos2067	52	72	59	53	55
Skcos20670	33	3	12	41	10
Skcos20671	171	59	59	91	99
Skcos20672	33	25	29	27	38
Skcos20673	29	7	2	57	5
Skcos20674	158	29	25	117	44
Skcos20675	2	2	0	3	3
Skcos20676	11	3	9	2	9
Skcos20677	142	9	7	121	8
Skcos20678	19	10	17	75	21
Skcos20679	4	2	1	8	1
Skcos2068	1	0	0	0	1
Skcos20680	106	55	76	68	97
Skcos20681	78	9	7	71	19
Skcos20682	88	35	51	200	70
Skcos20683	31	24	12	66	31
Skcos20684	145	97	111	147	145
Skcos20685	98	56	51	71	106
Skcos20686	23	6	6	14	6
Skcos20687	12	0	0	6	0
Skcos20688	4	0	0	8	1
Skcos20689	47	28	19	66	18
Skcos2069	236	205	233	651	237
Skcos20690	0	1	1	1	0
Skcos20691	1	0	0	1	0
Skcos20692	81	19	36	95	25
Skcos20693	0	0	0	2	0
Skcos20694	0	0	1	0	0
Skcos20695	241	40	37	176	29
Skcos20696	4	0	1	8	3
Skcos20697	13	1	5	11	7
Skcos20698	0	0	0	0	2
Skcos20699	3	1	0	3	2
Skcos207	9	3	2	6	1
Skcos2070	92	81	64	77	64
Skcos20700	55	15	20	94	14
Skcos20701	2	1	1	0	0
Skcos20702	10	7	5	16	7
Skcos20703	2	0	0	4	0
Skcos20704	5	2	3	6	1
Skcos20705	3	0	0	5	1
Skcos20706	0	0	0	1	0
Skcos20707	33	7	6	42	13
Skcos20708	12	0	1	10	2
Skcos20709	279	125	132	230	192
Skcos2071	7	0	0	7	2
Skcos20710	40	5	3	32	4
Skcos20711	5	3	0	17	1
Skcos20712	109	16	12	84	13
Skcos20713	93	110	116	465	124
Skcos20714	57	16	16	71	22
Skcos20715	5	1	1	3	0
Skcos20716	253	139	154	458	187
Skcos20717	503	299	331	520	421
Skcos20718	0	1	1	0	0
Skcos20719	488	371	370	1942	434
Skcos2072	4	3	4	6	5
Skcos20720	0	2	0	5	0
Skcos20721	2	0	0	1	0
Skcos20722	9	0	2	4	2
Skcos20723	14	2	5	24	5
Skcos20724	15	7	9	17	3
Skcos20725	2	3	3	2	4
Skcos20726	9	0	4	12	3
Skcos20727	11	3	4	26	4
Skcos20728	9	6	11	19	6
Skcos20729	53	8	12	5	3
Skcos2073	4	0	0	2	0
Skcos20730	1	0	0	5	0
Skcos20731	0	3	6	11	7
Skcos20732	1	0	2	1	1
Skcos20733	31	5	4	24	8
Skcos20734	0	0	0	0	0
Skcos20735	2	1	0	0	0
Skcos20736	20	12	7	77	19
Skcos20737	0	1	0	1	0
Skcos20738	5	1	3	5	0
Skcos20739	8	4	5	18	2
Skcos2074	0	0	0	0	0
Skcos20740	14	4	3	23	0
Skcos20741	11	0	2	19	5
Skcos20742	0	0	0	0	0
Skcos20743	2	0	1	3	0
Skcos20744	0	0	0	0	0
Skcos20745	2	0	0	1	1
Skcos20746	2	0	0	1	0
Skcos20747	2	0	0	0	0
Skcos20748	85	53	131	480	99
Skcos20749	87	75	92	104	101
Skcos2075	14	8	13	41	16
Skcos20750	1	0	0	0	0
Skcos20751	4	0	0	3	1
Skcos20752	9	14	20	47	13
Skcos20753	2	0	1	2	0
Skcos20754	0	0	0	0	0
Skcos20755	4	0	1	2	1
Skcos20756	2	0	0	2	1
Skcos20757	0	0	0	0	0
Skcos20758	100	34	33	94	34
Skcos20759	16	2	3	75	2
Skcos2076	0	0	0	0	0
Skcos20760	0	4	0	0	4
Skcos20761	11	1	5	25	0
Skcos20762	23	0	3	22	4
Skcos20763	9	2	5	23	2
Skcos20764	20	8	3	28	4
Skcos20765	0	0	0	1	0
Skcos20766	0	0	0	0	0
Skcos20767	6	2	9	7	7
Skcos20768	5	1	0	3	0
Skcos20769	15	3	5	16	3
Skcos2077	2	1	0	1	3
Skcos20770	0	0	0	0	0
Skcos20771	6	3	1	3	1
Skcos20772	0	2	0	1	2
Skcos20773	0	0	1	3	0
Skcos20774	3	0	1	2	2
Skcos20775	1	0	0	2	0
Skcos20776	3	0	3	4	1
Skcos20777	15	1	0	10	0
Skcos20778	0	1	0	1	0
Skcos20779	0	0	0	0	0
Skcos2078	6	1	3	8	9
Skcos20780	0	0	0	0	0
Skcos20781	0	0	0	0	0
Skcos20782	0	0	0	0	0
Skcos20783	0	0	0	0	0
Skcos20784	0	0	0	0	0
Skcos20785	1	0	1	0	0
Skcos20786	1	0	0	2	0
Skcos20787	0	0	0	0	0
Skcos20788	84	23	22	85	35
Skcos20789	0	0	0	0	0
Skcos2079	6	3	10	25	6
Skcos20790	6	1	4	14	3
Skcos20791	3	0	2	1	0
Skcos20792	9	0	1	20	1
Skcos20793	5	0	0	1	4
Skcos20794	2	1	1	6	3
Skcos20795	0	1	1	3	0
Skcos20796	1	0	0	6	0
Skcos20797	0	0	0	1	0
Skcos20798	0	0	1	2	0
Skcos20799	1	1	1	4	5
Skcos208	15	7	7	15	2
Skcos2080	37	7	7	52	13
Skcos20800	0	0	0	2	0
Skcos20801	0	0	0	0	0
Skcos20802	0	0	0	0	0
Skcos20803	0	0	0	0	0
Skcos20804	1	0	2	6	1
Skcos20805	6	3	4	5	1
Skcos20806	0	0	0	0	0
Skcos20807	0	0	0	1	0
Skcos20808	0	0	0	0	0
Skcos20809	3	0	0	0	0
Skcos2081	54	27	52	21	49
Skcos20810	0	0	0	2	0
Skcos20811	1	0	0	0	0
Skcos20812	4	1	0	2	0
Skcos20813	7	1	3	14	2
Skcos20814	3	0	0	2	0
Skcos20815	0	0	0	1	0
Skcos20816	0	0	0	0	0
Skcos20817	8	0	1	7	0
Skcos20818	9	1	3	10	3
Skcos20819	1	0	0	2	0
Skcos2082	24	23	26	34	47
Skcos20820	0	0	0	0	0
Skcos20821	1	0	0	1	0
Skcos20822	8	10	3	16	9
Skcos20823	10	0	2	8	1
Skcos20824	0	0	0	2	0
Skcos20825	2	2	0	3	0
Skcos20826	2	4	0	6	1
Skcos20827	5	1	0	3	0
Skcos20828	0	0	0	1	0
Skcos20829	4	0	0	4	0
Skcos2083	265	159	194	363	308
Skcos20830	2	0	0	0	2
Skcos20831	3	0	0	1	0
Skcos20832	2	0	0	2	0
Skcos20833	0	0	0	0	0
Skcos20834	110	24	21	32	29
Skcos20835	3	0	1	0	0
Skcos20836	1	0	0	0	0
Skcos20837	0	0	0	0	0
Skcos20838	5	1	1	0	1
Skcos20839	25	8	9	62	11
Skcos2084	7	0	0	2	0
Skcos20840	0	0	0	0	0
Skcos20841	21	16	6	34	9
Skcos20842	5	0	0	2	1
Skcos20843	83	26	42	68	47
Skcos20844	18	4	5	17	3
Skcos20845	15	5	14	81	20
Skcos20846	18	1	4	22	2
Skcos20847	0	0	0	0	0
Skcos20848	36	3	4	20	2
Skcos20849	0	1	0	1	1
Skcos2085	58	1	3	40	1
Skcos20850	0	0	1	3	2
Skcos20851	440	32	31	440	37
Skcos20852	4	0	2	4	1
Skcos20853	4	5	3	11	3
Skcos20854	0	0	0	0	0
Skcos20855	3	1	1	5	0
Skcos20856	17	1	1	10	0
Skcos20857	33	2	1	29	4
Skcos20858	33	15	18	151	34
Skcos20859	0	0	0	0	0
Skcos2086	171	168	149	450	195
Skcos20860	0	0	0	0	0
Skcos20861	0	1	0	0	0
Skcos20862	1	2	0	6	3
Skcos20863	11	0	1	7	0
Skcos20864	277	113	139	436	149
Skcos20865	0	0	0	0	0
Skcos20866	0	1	3	5	0
Skcos20867	14	2	4	24	3
Skcos20868	38	26	14	26	33
Skcos20869	10	17	24	28	29
Skcos2087	1	0	2	1	3
Skcos20870	10	1	4	11	0
Skcos20871	3	0	1	3	1
Skcos20872	2	3	0	2	1
Skcos20873	1	0	0	0	0
Skcos20874	0	0	0	0	0
Skcos20875	40	39	72	42	67
Skcos20876	0	0	0	0	0
Skcos20877	57	4	11	54	12
Skcos20878	3	0	0	1	0
Skcos20879	6	4	0	10	5
Skcos2088	3	0	0	7	1
Skcos20880	2	0	1	0	1
Skcos20881	0	0	0	1	0
Skcos20882	100	27	53	78	115
Skcos20883	50	33	42	69	47
Skcos20884	29	32	25	99	21
Skcos20885	2	0	0	0	0
Skcos20886	1	0	0	0	0
Skcos20887	1	1	0	0	0
Skcos20888	105	36	26	95	52
Skcos20889	40	3	9	31	3
Skcos2089	25	6	3	34	1
Skcos20890	0	1	0	0	0
Skcos20891	9	5	0	38	2
Skcos20892	11	4	1	8	7
Skcos20893	3	0	0	3	0
Skcos20894	4	2	2	3	2
Skcos20895	45	4	3	28	3
Skcos20896	0	0	0	2	1
Skcos20897	8	4	2	21	1
Skcos20898	2	1	1	1	3
Skcos20899	9	2	3	17	3
Skcos209	93	26	19	58	32
Skcos2090	210	139	148	309	218
Skcos20900	2	0	0	1	0
Skcos20901	9	5	5	31	4
Skcos20902	17	10	10	28	6
Skcos20903	0	0	0	0	0
Skcos20904	30	8	5	24	4
Skcos20905	4	1	2	13	0
Skcos20906	21	6	2	12	2
Skcos20907	2	4	3	26	4
Skcos20908	3	2	3	4	0
Skcos20909	0	1	0	1	0
Skcos2091	6	0	0	2	0
Skcos20910	0	0	2	0	0
Skcos20911	106	33	25	150	27
Skcos20912	0	0	0	0	0
Skcos20913	1	0	0	0	0
Skcos20914	1	0	0	2	1
Skcos20915	0	0	0	0	0
Skcos20916	3	0	0	13	0
Skcos20917	6	2	6	15	5
Skcos20918	8	2	0	10	1
Skcos20919	2	0	0	2	0
Skcos2092	16	6	13	8	23
Skcos20920	0	0	0	0	0
Skcos20921	1	0	1	3	0
Skcos20922	0	0	1	2	0
Skcos20923	0	0	0	0	0
Skcos20924	0	0	4	1	2
Skcos20925	2	0	0	0	1
Skcos20926	22	4	38	110	26
Skcos20927	2	0	0	1	0
Skcos20928	0	0	0	2	2
Skcos20929	0	3	0	2	0
Skcos2093	8	0	1	2	0
Skcos20930	33	3	3	22	7
Skcos20931	1	0	1	2	1
Skcos20932	2	0	0	0	0
Skcos20933	8	1	4	19	2
Skcos20934	0	0	0	0	0
Skcos20935	10	8	11	24	6
Skcos20936	2	0	0	1	0
Skcos20937	1	0	0	3	0
Skcos20938	11	5	4	26	2
Skcos20939	4	3	8	14	1
Skcos2094	11	3	1	18	0
Skcos20940	2	0	0	1	2
Skcos20941	54	12	17	172	17
Skcos20942	28	2	7	6	0
Skcos20943	1	0	0	0	0
Skcos20944	0	0	0	3	1
Skcos20945	0	0	0	1	0
Skcos20946	1	0	0	1	1
Skcos20947	0	1	1	3	0
Skcos20948	0	0	0	1	0
Skcos20949	2	0	0	1	0
Skcos2095	45	19	23	35	23
Skcos20950	0	0	0	0	0
Skcos20951	0	0	0	0	0
Skcos20952	0	0	0	0	0
Skcos20953	1	0	0	2	4
Skcos20954	0	0	0	0	0
Skcos20955	0	0	0	0	0
Skcos20956	0	0	0	0	0
Skcos20957	0	0	1	0	0
Skcos20958	0	0	0	0	0
Skcos20959	114	11	25	132	19
Skcos2096	107	37	43	255	72
Skcos20960	14	1	8	26	7
Skcos20961	0	0	0	1	0
Skcos20962	1	1	2	0	4
Skcos20963	198	214	224	173	209
Skcos20964	50	41	42	50	36
Skcos20965	208	4	4	73	7
Skcos20966	13	0	1	23	3
Skcos20967	1	2	0	0	0
Skcos20968	0	0	0	0	2
Skcos20969	1	2	0	2	0
Skcos2097	0	0	0	0	0
Skcos20970	2	0	0	2	0
Skcos20971	0	0	0	0	0
Skcos20972	0	0	0	0	0
Skcos20973	5	7	10	6	9
Skcos20974	1	1	1	10	7
Skcos20975	38	7	15	51	6
Skcos20976	0	0	0	0	0
Skcos20977	1	0	0	1	1
Skcos20978	0	0	0	0	0
Skcos20979	2	0	2	1	0
Skcos2098	8	5	3	2	3
Skcos20980	3	0	11	16	4
Skcos20981	0	0	0	0	0
Skcos20982	2	0	1	0	0
Skcos20983	6	1	0	0	1
Skcos20984	0	0	0	1	0
Skcos20985	2	0	0	0	0
Skcos20986	3	0	0	3	1
Skcos20987	2	0	0	2	0
Skcos20988	5	1	0	8	2
Skcos20989	0	0	3	6	1
Skcos2099	6	1	0	11	1
Skcos20990	10	2	0	34	2
Skcos20991	15	6	14	10	19
Skcos20992	15	2	2	19	3
Skcos20993	9	0	1	15	0
Skcos20994	11	0	1	7	2
Skcos20995	57	12	29	39	13
Skcos20996	0	1	0	3	0
Skcos20997	0	1	0	0	0
Skcos20998	1	3	2	3	4
Skcos20999	11	1	5	19	4
Skcos21	0	0	0	1	0
Skcos210	45	43	35	112	32
Skcos2100	10	0	2	11	1
Skcos21000	1	0	0	3	1
Skcos21001	2	0	1	6	0
Skcos21002	0	0	0	0	0
Skcos21003	0	1	2	2	0
Skcos21004	9	2	2	10	0
Skcos21005	0	0	0	0	0
Skcos21006	33	11	9	23	3
Skcos21007	2	2	0	2	1
Skcos21008	0	0	0	0	0
Skcos21009	0	0	0	0	0
Skcos2101	0	0	0	0	0
Skcos21010	6	0	0	5	0
Skcos21011	36	3	12	37	3
Skcos21012	2	0	1	7	0
Skcos21013	0	0	0	0	0
Skcos21014	0	0	0	0	0
Skcos21015	2	0	0	0	0
Skcos21016	0	0	0	0	0
Skcos21017	25	28	14	45	34
Skcos21018	3	5	0	9	1
Skcos21019	2	0	0	1	0
Skcos2102	13	4	4	4	5
Skcos21020	0	0	0	0	0
Skcos21021	0	0	0	2	2
Skcos21022	0	0	0	0	0
Skcos21023	0	0	0	1	0
Skcos21024	1	1	2	5	6
Skcos21025	0	0	0	0	0
Skcos21026	0	0	0	0	0
Skcos21027	0	0	0	0	0
Skcos21028	0	1	0	0	0
Skcos21029	0	0	0	0	0
Skcos2103	5	0	0	4	4
Skcos21030	6	0	0	12	1
Skcos21031	0	0	0	1	0
Skcos21032	0	0	0	0	0
Skcos21033	0	0	0	1	0
Skcos21034	169	8	17	250	11
Skcos21035	0	0	0	0	0
Skcos21036	7	0	0	5	1
Skcos21037	229	90	124	330	169
Skcos21038	15	0	0	5	0
Skcos21039	60	39	36	50	37
Skcos2104	6	1	5	4	4
Skcos21040	5	1	2	11	1
Skcos21041	5	0	1	1	0
Skcos21042	0	0	1	11	0
Skcos21043	88	43	47	72	56
Skcos21044	0	0	0	0	0
Skcos21045	0	0	0	0	0
Skcos21046	2	0	2	0	1
Skcos21047	0	0	0	1	0
Skcos21048	3	2	0	7	1
Skcos21049	0	0	0	0	0
Skcos2105	324	188	236	319	347
Skcos21050	619	327	291	1041	381
Skcos21051	38	2	1	27	2
Skcos21052	3	0	4	3	0
Skcos21053	5	0	0	6	1
Skcos21054	185	2	2	12	1
Skcos21055	72	14	24	62	26
Skcos21056	313	209	219	200	198
Skcos21057	72	4	13	51	4
Skcos21058	17	8	4	40	3
Skcos21059	14	0	4	6	0
Skcos2106	4	0	1	5	0
Skcos21060	10	0	4	11	7
Skcos21061	4	1	1	8	0
Skcos21062	4	1	0	2	0
Skcos21063	106	4	8	68	13
Skcos21064	43	16	8	46	20
Skcos21065	23	8	5	16	9
Skcos21066	0	0	0	0	0
Skcos21067	24	3	3	3	5
Skcos21068	200	111	85	182	160
Skcos21069	7	2	4	20	1
Skcos2107	23	2	1	24	1
Skcos21070	1	0	1	0	0
Skcos21071	6	0	7	3	0
Skcos21072	5	0	1	1	2
Skcos21073	14	1	2	16	1
Skcos21074	10	2	0	15	0
Skcos21075	1	0	0	1	1
Skcos21076	16	2	1	5	6
Skcos21077	47	38	39	64	35
Skcos21078	22	10	7	33	14
Skcos21079	0	0	0	0	0
Skcos2108	19	1	2	11	2
Skcos21080	4	0	0	2	1
Skcos21081	0	0	0	1	0
Skcos21082	0	0	0	0	0
Skcos21083	2	2	2	6	8
Skcos21084	1	1	1	0	1
Skcos21085	1	0	4	0	1
Skcos21086	0	0	0	0	0
Skcos21087	7	1	5	9	2
Skcos21088	13	12	2	18	7
Skcos21089	0	0	0	3	0
Skcos2109	4	1	5	6	7
Skcos21090	30	12	9	55	18
Skcos21091	3	2	1	3	2
Skcos21092	39	3	6	23	4
Skcos21093	102	40	60	30	42
Skcos21094	6	2	2	21	8
Skcos21095	40	5	2	39	1
Skcos21096	152	5	12	88	9
Skcos21097	7	9	11	21	8
Skcos21098	66	58	31	122	32
Skcos21099	43	10	9	114	16
Skcos211	53	0	3	27	5
Skcos2110	44	23	30	98	44
Skcos21100	439	295	327	487	457
Skcos21101	360	143	165	388	227
Skcos21102	40	9	12	75	19
Skcos21103	1	1	1	4	2
Skcos21104	465	257	233	876	309
Skcos21105	1	1	1	11	2
Skcos21106	1	2	2	3	0
Skcos21107	14	1	7	29	3
Skcos21108	1	1	0	5	0
Skcos21109	834	514	691	1022	960
Skcos2111	2	0	2	7	1
Skcos21110	0	0	0	0	0
Skcos21111	0	0	0	0	0
Skcos21112	12	6	4	10	3
Skcos21113	82	16	30	97	24
Skcos21114	97	3	2	22	4
Skcos21115	19	19	14	11	13
Skcos21116	9	4	8	13	6
Skcos21117	7	5	7	16	1
Skcos21118	45	3	9	46	7
Skcos21119	0	0	0	0	0
Skcos2112	8	7	2	13	3
Skcos21120	2	2	2	0	2
Skcos21121	0	0	0	3	0
Skcos21122	7679	11842	15145	7266	13759
Skcos21123	45	4	5	28	7
Skcos21124	3	1	0	2	0
Skcos21125	4	1	0	7	1
Skcos21126	0	0	0	1	1
Skcos21127	28	17	21	30	22
Skcos21128	30	17	10	58	15
Skcos21129	19	5	7	22	7
Skcos2113	29	8	7	23	4
Skcos21130	1	0	0	1	0
Skcos21131	0	0	0	0	0
Skcos21132	95	40	54	123	62
Skcos21133	16	4	5	39	6
Skcos21134	23	12	9	6	14
Skcos21135	5	5	1	4	0
Skcos21136	28	1	6	26	4
Skcos21137	512	371	438	351	575
Skcos21138	6	4	1	15	1
Skcos21139	39	4	10	38	7
Skcos2114	25	7	10	34	5
Skcos21140	2	0	0	1	0
Skcos21141	5	1	3	15	5
Skcos21142	0	0	0	0	0
Skcos21143	1	0	0	0	1
Skcos21144	0	0	0	0	0
Skcos21145	0	0	1	0	0
Skcos21146	2	1	5	5	6
Skcos21147	0	0	1	1	0
Skcos21148	0	0	0	0	0
Skcos21149	0	0	0	0	0
Skcos2115	2	0	1	1	0
Skcos21150	3	0	0	4	1
Skcos21151	6	0	3	9	3
Skcos21152	0	0	0	0	0
Skcos21153	1	1	1	2	8
Skcos21154	0	0	0	1	0
Skcos21155	0	0	0	0	0
Skcos21156	0	0	0	0	0
Skcos21157	14	3	5	10	0
Skcos21158	12	5	5	8	4
Skcos21159	45	9	8	31	16
Skcos2116	12	4	5	18	12
Skcos21160	0	0	0	2	0
Skcos21161	3	1	1	3	0
Skcos21162	50	57	36	203	67
Skcos21163	12	1	1	7	0
Skcos21164	514	123	110	947	162
Skcos21165	13	0	1	4	0
Skcos21166	0	0	0	0	0
Skcos21167	7	17	27	42	24
Skcos21168	2	2	2	7	1
Skcos21169	1	0	0	1	0
Skcos2117	34	21	14	120	16
Skcos21170	1	2	4	7	4
Skcos21171	0	1	0	1	0
Skcos21172	0	0	1	1	1
Skcos21173	6	4	1	9	4
Skcos21174	0	1	0	0	0
Skcos21175	3	1	4	12	1
Skcos21176	20	1	4	18	2
Skcos21177	8	6	3	11	8
Skcos21178	1	0	2	4	0
Skcos21179	4	3	2	2	0
Skcos2118	1	0	2	0	0
Skcos21180	30	5	3	47	13
Skcos21181	2	0	0	1	1
Skcos21182	8	1	1	7	1
Skcos21183	17	2	5	27	3
Skcos21184	194	131	92	32	85
Skcos21185	1	0	0	1	1
Skcos21186	0	0	0	1	0
Skcos21187	0	0	0	0	0
Skcos21188	3	0	1	0	0
Skcos21189	19	19	32	30	30
Skcos2119	253	88	112	283	91
Skcos21190	6	3	5	6	2
Skcos21191	2	0	1	5	0
Skcos21192	0	0	0	0	0
Skcos21193	2	1	1	2	5
Skcos21194	8	1	0	3	3
Skcos21195	3	0	0	5	1
Skcos21196	6	0	6	12	0
Skcos21197	0	0	0	1	0
Skcos21198	16	3	0	34	7
Skcos21199	111	119	102	89	122
Skcos212	1	1	0	1	0
Skcos2120	96	17	25	204	28
Skcos21200	1	1	0	3	2
Skcos21201	4	0	6	3	6
Skcos21202	2	0	0	1	0
Skcos21203	1	0	1	1	1
Skcos21204	101	63	63	53	72
Skcos21205	40	12	12	46	13
Skcos21206	14	3	1	1	3
Skcos21207	0	0	0	1	0
Skcos21208	2	0	0	1	0
Skcos21209	29	6	11	32	5
Skcos2121	9	0	0	20	2
Skcos21210	1	0	0	0	0
Skcos21211	0	0	0	0	0
Skcos21212	0	0	0	0	0
Skcos21213	0	0	0	0	0
Skcos21214	9	2	2	2	3
Skcos21215	591	339	431	686	497
Skcos21216	14	11	8	69	12
Skcos21217	2	0	1	1	0
Skcos21218	0	2	0	3	0
Skcos21219	226	114	117	279	218
Skcos2122	0	0	0	0	0
Skcos21220	2	0	0	0	1
Skcos21221	75	30	30	98	59
Skcos21222	1	0	0	2	0
Skcos21223	7	9	28	110	27
Skcos21224	0	3	0	1	1
Skcos21225	0	0	0	1	0
Skcos21226	0	0	0	0	0
Skcos21227	4	0	0	4	0
Skcos21228	45	23	30	29	46
Skcos21229	3	0	1	4	0
Skcos2123	29	2	4	23	1
Skcos21230	1	0	0	0	0
Skcos21231	0	0	0	0	0
Skcos21232	2	0	1	4	0
Skcos21233	2	0	1	1	0
Skcos21234	32	10	11	41	15
Skcos21235	15	3	0	14	0
Skcos21236	0	0	1	1	1
Skcos21237	2	0	3	11	4
Skcos21238	0	0	1	0	0
Skcos21239	0	0	0	0	0
Skcos2124	61	27	48	36	64
Skcos21240	1	0	0	2	0
